loc_rowid,koi_disposition,koi_duration,koi_depth,koi_model_snr
2660,1,"4,40","45,40","16,00"
2661,1,"4,40","714,30","15,40"
2662,0,"3,67","222,90","21,60"
2663,null,"8,26","1179,90","16,50"
2664,0,"4,67","68,90","15,40"
2665,0,"7,44","32,20","19,40"
2666,1,"1,42","161,60","13,30"
2667,1,"6,10","425,90","167,60"
2668,null,"1,10","106,10","12,20"
2669,null,"1,81","27,10","5,20"
2670,1,"2,35","440,40","79,70"
2671,1,"2,61","677,10","35,60"
2672,1,"3,75","204,90","39,00"
2673,1,"3,84","1298,80","350,60"
2674,1,"6,69","628,80","135,40"
2675,null,"4,95","3751,50","384,00"
2676,1,"2,13","2125,40","324,30"
2677,0,"13,36","7296,60","2217,10"
2678,1,"1,95","112,70","27,40"
2679,0,"0,84","66,00","20,20"
2680,null,"1,29","232,60","14,60"
2681,1,"6,06","875,20","17,80"
2682,1,"3,23","43,90","15,40"
2683,1,"3,29","77,40","31,00"
2684,null,"1,72","47,40","11,90"
2685,1,"1,92","362,70","15,90"
2686,1,"6,03","262,40","13,50"
2687,0,"2,27","256,20","15,40"
2688,1,"7,43","120,10","14,30"
2689,1,"1,77","153,10","13,10"
2690,1,"3,34","102,70","36,90"
2691,1,"6,69","684,50","52,50"
2692,0,"1,49","60,80","21,70"
2693,0,"6,95","1972,00","42,70"
2694,1,"2,72","243,40","54,80"
2695,1,"2,37","114,60","24,10"
2696,1,"9,75","408,90","112,20"
2697,1,"2,81","3977,00","40,20"
2698,1,"4,48","129,80","32,90"
2699,0,"6,14","1590,00","49,70"
2700,1,"9,11","7841,60","150,40"
2701,0,"3,74","389,20","17,30"
2702,1,"2,65","172,80","16,10"
2703,null,"4,57","91,10","15,00"
2704,0,"1,40","52,60","12,40"
2705,1,"1,82","185,00","14,10"
2706,1,"5,01","43,20","15,10"
2707,1,"4,61","32,70","14,70"
2708,1,"4,81","32,00","13,00"
2709,0,"6,04","225,30","28,10"
2710,0,"4,59","4303,50","85,00"
2711,1,"8,50","195,00","67,50"
2712,1,"3,41","220,80","46,40"
2713,1,"3,04","567,20","81,80"
2714,1,"3,25","345,50","76,80"
2715,1,"2,32","756,00","112,80"
2716,1,"1,70","598,30","57,40"
2717,1,"3,96","54,60","11,50"
2718,1,"8,82","663,40","85,80"
2719,1,"11,35","659,10","92,90"
2720,1,"5,95","5060,00","136,40"
2721,0,"3,40","4467,80","99,60"
2722,0,"1,08","515,20","53,10"
2723,1,"4,13","6660,50","577,10"
2724,null,"2,51","171,50","11,50"
2725,0,"3,01","113,50","31,10"
2726,1,"3,59","518,00","13,80"
2727,1,"1,38","237,40","15,20"
2728,1,"2,55","136,50","12,20"
2729,0,"2,91","472,00","14,50"
2730,1,"4,80","206,10","14,30"
2731,null,"7,90","116,40","12,80"
2732,1,"1,52","118,50","12,80"
2733,0,"9,89","245,40","14,00"
2734,1,"2,01","137,60","22,00"
2735,1,"3,99","937,60","90,80"
2736,1,"5,06","547,10","123,20"
2737,1,"8,13","551,40","50,90"
2738,null,"1,42","264,90","43,60"
2739,1,"4,53","6159,10","366,10"
2740,null,"1,70","1151,80","30,10"
2741,1,"1,93","248,30","48,90"
2742,0,"4,06","363,30","33,00"
2743,0,"2,52","272,70","49,10"
2744,null,"3,35","114,00","12,90"
2745,1,"1,34","311,60","11,90"
2746,0,"2,92","163,50","16,50"
2747,null,"2,38","329,80","11,00"
2748,null,"3,10","159,80","11,10"
2749,0,"4,10","214,60","15,60"
2750,1,"1,33","429,30","17,80"
2751,1,"4,59","151,00","14,10"
2752,1,"2,75","134,90","12,40"
2753,null,"3,49","65,10","14,20"
2754,null,"2,96","35,50","11,40"
2755,1,"10,95","130,20","35,00"
2756,1,"7,33","463,20","92,70"
2757,1,"12,39","1388,20","46,10"
2758,null,"6,34","1817,30","286,00"
2759,0,"2,93","123,90","46,30"
2760,1,"2,66","185,40","97,00"
2761,null,"2,03","960,80","380,80"
2762,0,"2,47","419,00","66,60"
2763,0,"1,31","283,30","64,70"
2764,0,"21,33","478,40","57,00"
2765,1,"8,61","275,80","29,30"
2766,1,"6,37","76,50","12,20"
2767,null,"2,22","195,90","12,20"
2768,1,"0,95","217,90","18,10"
2769,0,"4,30","148,80","20,40"
2770,null,"2,01","859,50","15,10"
2771,0,"10,73",,
2772,null,"0,82","311,40","11,30"
2773,1,"1,86","276,80","16,70"
2774,null,"6,32","34,50","14,40"
2775,1,"3,99","183,00","16,80"
2776,1,"5,00","294,00","12,90"
2777,0,"6,03","29685,00","2793,40"
2778,1,"3,02","62,00","25,20"
2779,0,"3,80","19466,00","208,20"
2780,1,"2,06","553,30","11,20"
2781,0,"2,47","133,60","104,80"
2782,0,"3,43","467,30","74,30"
2783,0,"5,70","680,70","76,40"
2784,0,"1,74","1807,40","132,70"
2785,0,"3,77","543,10","53,60"
2786,1,"5,21","222,80","56,70"
2787,1,"3,64","300,80","44,10"
2788,1,"2,89","415,80","84,90"
2789,0,"24,47","1075,40","23,00"
2790,null,"3,21","219,50","14,20"
2791,1,"3,43","52,00","14,20"
2792,1,"7,23","101,80","16,60"
2793,null,"1,96","65,30","10,90"
2794,null,"1,04","1546,80","19,70"
2795,1,"2,38","156,20","15,20"
2796,1,"5,38","38,30","14,90"
2797,null,"3,91","269,10","13,10"
2798,0,"7,90","154,60","65,80"
2799,0,"3,14","935,10","44,10"
2800,0,"7,57","711,30","15,30"
2801,1,"2,99","159,90","58,60"
2802,1,"8,71","210,00","25,50"
2803,0,"1,54","534,40","104,30"
2804,1,"5,18","959,00","73,60"
2805,0,"1,40","536,40","218,30"
2806,1,"6,24","685,70","34,30"
2807,1,"3,58","1121,70","98,20"
2808,1,"5,57","333,70","87,30"
2809,null,"1,97","288,20","13,60"
2810,null,"2,52","108,00","12,50"
2811,null,"5,69","385,40","12,70"
2812,null,"3,21","85,30","13,20"
2813,1,"4,20","636,10","16,40"
2814,0,"9,40","79,00","15,90"
2815,1,"3,65","46,60","16,30"
2816,0,"4,37","81,60","19,10"
2817,1,"7,70","140,80","14,20"
2818,null,"4,02","104,40","15,70"
2819,1,"2,96","837,40","19,60"
2820,0,"8,47","245,10","45,90"
2821,1,"5,35","293,10","55,10"
2822,1,"3,49","59,00","18,20"
2823,1,"6,93","381,50","54,20"
2824,1,"7,08","314,50","42,70"
2825,0,"3,63","597,80","23,40"
2826,1,"2,93","273,10","287,80"
2827,0,"2,54","481,90","41,90"
2828,null,"1,13","1490,50","68,00"
2829,0,"2,17","11545,00","431,60"
2830,0,"0,90","232,30","20,70"
2831,1,"4,74","66,80","13,50"
2832,1,"1,75","151,60","15,50"
2833,1,"3,44","481,40","13,30"
2834,null,"1,76","159,30","16,10"
2835,0,"3,91","204,40","13,30"
2836,1,"2,71","220,60","12,30"
2837,1,"2,06","121,00","11,70"
2838,1,"5,89","196,90","14,30"
2839,null,"2,38","41,90","31,00"
2840,1,"4,04","255,90","72,00"
2841,1,"6,28","377,60","26,80"
2842,0,"3,22","119,30","19,50"
2843,0,"7,83","801,10","111,30"
2844,0,"3,10","102,70","13,10"
2845,1,"6,64","264,30","55,20"
2846,1,"3,59","40,90","14,80"
2847,null,"5,50","65,70","18,10"
2848,null,"5,00","266,50","15,20"
2849,0,"3,14","213,30","17,60"
2850,null,"2,71","234,50","11,20"
2851,null,"3,04","81,30","12,20"
2852,null,"3,87","113,50","15,70"
2853,1,"5,72","685,60","14,70"
2854,0,"5,23","1,70","0,80"
2855,1,"2,83","253,70","13,60"
2856,0,"3,73","13496,00","308,10"
2857,0,"6,24","297,90","37,30"
2858,1,"1,91","189,20","13,60"
2859,1,"2,55","241,50","13,80"
2860,1,"1,59","96,40","11,70"
2861,1,"5,49","373,20","41,80"
2862,0,"3,89","29376,00","400,20"
2863,1,"3,07","327,30","48,70"
2864,1,"2,36","77,20","15,60"
2865,1,"2,47","271,90","71,90"
2866,1,"3,85","281,00","35,00"
2867,0,"6,27","1059,10","16,70"
2868,null,"1,52","818,10","13,80"
2869,1,"3,40","55,80","17,70"
2870,1,"3,45","63,80","16,80"
2871,0,"3,51","275,30","18,70"
2872,1,"3,45","1010,20","19,40"
2873,1,"3,52","177,70","43,40"
2874,1,"3,50","559,80","18,90"
2875,0,"3,15","342,10","13,60"
2876,0,"1,05","444,10","29,90"
2877,null,"6,13","308,60","12,30"
2878,1,"2,46","1056,00","16,00"
2879,null,"1,81","504,40","15,70"
2880,null,"1,40","250,70","14,80"
2881,1,"7,99","155,50","13,90"
2882,0,"14,39","23113,00","842,30"
2883,1,"2,92","863,30","89,30"
2884,1,"2,55","351,40","41,60"
2885,1,"3,31","497,10","138,50"
2886,1,"2,53","239,40","88,40"
2887,0,"1,45","66,20","16,90"
2888,1,"2,53","332,70","84,70"
2889,1,"1,95","166,90","16,40"
2890,1,"3,38","367,20","14,60"
2891,1,"0,85","227,80","11,00"
2892,1,"4,73","39,10","12,50"
2893,null,"1,21","277,80","14,00"
2894,1,"6,83","242,50","13,10"
2895,0,"6,28","1111,90","125,20"
2896,null,"1,11","136,40","11,70"
2897,1,"7,03","172,40","15,20"
2898,1,"6,31","209,70","99,50"
2899,0,"2,10","260,20","11,40"
2900,1,"7,87","492,80","106,90"
2901,1,"16,43","2763,10","250,00"
2902,1,"7,80","190,40","27,30"
2903,0,"2,58","42789,00","98,00"
2904,1,"5,77","1132,10","122,90"
2905,1,"4,56","1275,70","128,30"
2906,1,"2,68","959,00","49,50"
2907,null,"4,95","68,60","15,80"
2908,0,"2,07","272,20","43,20"
2909,0,"1,74","198,30","21,70"
2910,null,"6,12","239,60","8,00"
2911,0,"0,76","67,40","14,50"
2912,1,"2,69","306,60","16,20"
2913,1,"3,27","806,30","14,00"
2914,0,"5,42","410,70","13,70"
2915,1,"3,36","121,00","51,10"
2916,0,"20,64","188,70","23,70"
2917,null,"2,07","161,30","13,20"
2918,null,"7,12","299,80","14,30"
2919,0,"1,86","234,70","52,90"
2920,1,"7,63","357,60","63,20"
2921,1,"2,15","148,00","26,10"
2922,null,"1,76","531,10","12,70"
2923,0,"19,66","12644,00","1049,30"
2924,1,"2,25","217,70","77,30"
2925,0,"1,91","15942,00","97,50"
2926,1,"4,59","1844,60","145,50"
2927,1,"2,14","569,60","61,70"
2928,null,"0,61","319,20","11,90"
2929,null,"2,37","392,30","42,50"
2930,1,"14,40","8322,10","355,00"
2931,1,"4,56","219,90","19,20"
2932,0,"3,28","100,10","19,10"
2933,1,"4,51","326,90","154,50"
2934,1,"8,09","298,90","111,00"
2935,null,"3,48","1270,70","17,10"
2936,1,"3,10","73,60","15,70"
2937,0,"1,70","163,10","16,00"
2938,1,"3,20","228,70","13,90"
2939,null,"2,54","551,10","13,40"
2940,null,"1,13","201,10","13,50"
2941,0,"2,64","1631,70","40,60"
2942,0,"2,77","83,40","28,10"
2943,null,"7,37","95,40","11,90"
2944,1,"5,82","424,50","52,60"
2945,1,"2,93","292,50","80,90"
2946,1,"2,01","116,80","19,90"
2947,1,"5,40","449,20","64,40"
2948,1,"11,99","4159,30","232,40"
2949,null,"4,86","2496,00","16,30"
2950,1,"8,00","566,40","43,50"
2951,0,"2,45","11268,00","162,90"
2952,1,"5,01","423,20","40,90"
2953,null,"7,45","3688,30","116,30"
2954,1,"4,99","269,70","17,40"
2955,0,"4,02","2313,00","133,90"
2956,1,"3,17","272,90","16,50"
2957,1,"2,44","556,70","14,80"
2958,0,"4,22","140,50","22,20"
2959,1,"5,78","1113,40","25,30"
2960,0,"1,95","92,60","24,80"
2961,0,"12,17","275,10","5,90"
2962,1,"2,20","67,50","15,20"
2963,1,"2,97","122,90","12,00"
2964,0,"5,61","331,40","10,90"
2965,1,"3,26","101,90","43,50"
2966,0,"3,63","154,80","16,50"
2967,null,"2,80","122,80","12,20"
2968,1,"3,09","134,10","39,50"
2969,1,"2,64","270,90","36,30"
2970,null,"4,34","241,70","22,90"
2971,1,"1,91","296,50","94,10"
2972,0,"5,86","18887,00","394,70"
2973,0,"3,73","114,90","60,60"
2974,1,"4,31","523,20","70,90"
2975,1,"3,35","125,10","22,30"
2976,1,"2,89","334,50","84,50"
2977,1,"1,96","1164,70","273,70"
2978,0,"5,30","45676,00","3845,40"
2979,null,"1,92","46,60","10,90"
2980,0,"4,44","145,00","17,20"
2981,1,"2,97","88,00","13,70"
2982,0,"4,12","196,30","14,60"
2983,1,"5,93","639,20","190,30"
2984,1,"6,35","405,70","12,80"
2985,null,"24,71","423,00","30,50"
2986,null,"3,14","51,50","11,20"
2987,null,"2,85","31,70","8,50"
2988,null,"3,98","36,80","10,10"
2989,0,"1,70","107,10","12,10"
2990,0,"3,71","98,20","18,80"
2991,1,"2,77","738,90","36,70"
2992,null,"3,16","1653,90","111,10"
2993,null,"2,94","1417,40","79,60"
2994,1,"5,28","3184,00","125,40"
2995,1,"7,50","714,10","43,80"
2996,0,"6,92","100,70","7,60"
2997,1,"3,38","275,30","22,80"
2998,0,"1,74","132,30","68,10"
2999,1,"4,13","643,30","42,50"
3000,0,"7,41","4036,00","55,10"
3001,1,"5,04","611,20","24,90"
3002,0,"16,73","133,80","15,60"
3003,1,"2,31","16042,00","1022,20"
3004,null,"8,30","16311,00","212,90"
3005,1,"5,93","8894,70","556,20"
3006,0,"2,59","25627,00","465,40"
3007,1,"2,98","84,40","24,80"
3008,0,"9,81","238,90","7,00"
3009,1,"3,85","726,00","36,10"
3010,1,"1,48","1795,50","77,20"
3011,1,"5,33","1063,20","83,90"
3012,1,"2,11","739,40","88,30"
3013,1,"2,75","981,40","98,80"
3014,null,"1,87","47,50","9,00"
3015,1,"2,27","1027,70","105,90"
3016,null,"1,84","1209,30","57,60"
3017,1,"4,02","322,80","186,70"
3018,1,"1,75","905,50","153,30"
3019,0,"5,06","231,70","24,70"
3020,null,"4,63","126,10","8,30"
3021,1,"5,27","1156,40","183,10"
3022,1,"1,81","332,80","52,10"
3023,1,"1,60","354,50","37,90"
3024,1,"2,80","760,40","69,80"
3025,1,"2,74","1317,40","101,60"
3026,null,"5,23","35,70","11,20"
3027,0,"1,89","13756,00","140,20"
3028,null,"3,58","942,30","62,40"
3029,null,"2,66","1798,00","68,40"
3030,1,"5,42","959,10","40,70"
3031,1,"6,82","770,40","21,90"
3032,0,"8,52","748,00","4,90"
3033,1,"1,77","465,80","82,10"
3034,1,"4,77","1072,50","66,10"
3035,0,"9,31","1611,70","225,50"
3036,0,"3,10","557,40","42,30"
3037,1,"3,04","817,40","88,10"
3038,0,"2,81","126,90","9,30"
3039,1,"3,36","746,80","82,60"
3040,1,"5,70","951,30","44,70"
3041,1,"2,20","727,30","42,40"
3042,0,"1,18","1288,90","76,00"
3043,1,"2,35","538,60","30,60"
3044,1,"1,01","1732,00","5,90"
3045,null,"1,07","5057,60","363,90"
3046,1,"8,58","747,00","22,50"
3047,1,"2,70","800,20","67,60"
3048,1,"3,31","636,10","70,40"
3049,1,"3,00","605,50","29,80"
3050,null,"15,21","56,10","14,40"
3051,1,"3,43","300,10","21,50"
3052,1,"6,86","3753,80","535,50"
3053,1,"4,01","2791,60","209,20"
3054,1,"2,71","1709,00","81,20"
3055,null,"2,57","200,80","11,10"
3056,null,"4,30","616,70","10,60"
3057,1,"3,14","1096,60","72,70"
3058,1,"3,38","98,10","17,20"
3059,1,"3,67","1080,60","75,70"
3060,0,"5,40","1089,30","78,40"
3061,1,"5,14","748,10","70,30"
3062,0,"6,46","193,00","7,70"
3063,1,"3,04","668,20","57,60"
3064,1,"3,34","563,50","42,60"
3065,1,"3,06","658,00","83,70"
3066,1,"4,38","744,50","46,80"
3067,1,"3,13","99,70","83,00"
3068,null,"5,58","49,80","12,50"
3069,1,"2,48","129,70","12,30"
3070,1,"2,00","743,20","49,10"
3071,1,"3,20","244,00","49,00"
3072,1,"3,84","725,50","97,30"
3073,1,"4,94","582,90","60,20"
3074,1,"3,34","116,90","18,30"
3075,1,"1,99","757,40","70,30"
3076,1,"3,93","821,30","40,60"
3077,1,"2,14","1030,70","117,00"
3078,1,"2,77","2908,30","227,40"
3079,0,"3,33","164,30","8,60"
3080,1,"12,27","13889,00","287,60"
3081,0,"8,79","19373,00","873,40"
3082,0,"1,86","543,70","49,50"
3083,0,"2,88","93,30","5,40"
3084,1,"2,45","447,20","63,00"
3085,0,"4,31","114,30","7,50"
3086,1,"3,72","941,10","242,70"
3087,1,"16,18","19046,00","544,20"
3088,1,"1,94","428,90","44,50"
3089,1,"4,60","1146,50","152,40"
3090,1,"8,36","1183,20","51,00"
3091,0,"8,20","133,70","12,10"
3092,1,"2,55","467,50","64,20"
3093,1,"5,89","636,00","56,20"
3094,0,"7,27",,
3095,1,"4,04","541,40","39,40"
3096,1,"3,64","851,80","60,90"
3097,1,"2,84","660,90","49,50"
3098,1,"6,66","5612,80","1118,90"
3099,1,"3,69","438,00","34,70"
3100,1,"5,55","1564,30","123,10"
3101,null,"17,49","8709,60","135,50"
3102,null,"4,38","44490,00","590,60"
3103,0,"4,72","208,40","9,30"
3104,null,"1,82","31083,00","135,80"
3105,1,"2,50","1007,40","90,50"
3106,1,"1,80","190,40","189,50"
3107,1,"2,88","417,90","49,60"
3108,1,"3,37","246,40","18,50"
3109,0,"3,73","345,40","29,80"
3110,1,"6,64","942,00","50,80"
3111,0,"2,54","427,50","40,40"
3112,1,"4,03","1130,80","45,10"
3113,0,"3,16","5623,80","67,90"
3114,1,"3,41","633,00","43,40"
3115,1,"3,98","727,80","346,90"
3116,1,"4,24","111,80","55,30"
3117,1,"6,76","687,40","47,00"
3118,1,"4,26","223,20","20,40"
3119,1,"7,31","553,70","27,40"
3120,1,"3,15","777,50","66,40"
3121,1,"3,90","472,70","21,50"
3122,1,"2,68","586,10","45,30"
3123,1,"3,16","383,70","45,90"
3124,1,"3,16","1078,10","38,40"
3125,1,"2,20","2343,50","363,20"
3126,null,"3,79","37,10","11,10"
3127,1,"3,99","924,70","75,00"
3128,1,"1,65","741,60","65,40"
3129,0,"5,27","865,20","35,60"
3130,0,"3,46","744,40","67,30"
3131,1,"1,63","437,30","43,90"
3132,null,"5,26","26,80","13,10"
3133,1,"5,00","585,70","50,90"
3134,1,"3,18","275,90","81,70"
3135,1,"3,50","179,00","22,10"
3136,1,"2,03","747,20","65,50"
3137,1,"1,91","305,70","30,80"
3138,null,"5,98","65,80","19,60"
3139,0,"5,13","423,40","53,80"
3140,0,"1,97","186,90","32,20"
3141,1,"6,44","858,50","59,60"
3142,1,"5,97","610,90","30,10"
3143,0,"1,81","105,90","16,10"
3144,null,"1,71","80,70","11,40"
3145,1,"4,96","549,30","40,90"
3146,1,"3,44","638,70","39,00"
3147,1,"7,11","1265,00","35,40"
3148,1,"4,47","461,00","53,30"
3149,1,"2,21","182,40","41,20"
3150,null,"1,30","54,20","9,20"
3151,1,"2,25","190,70","21,20"
3152,1,"4,93","758,30","80,30"
3153,1,"4,21","492,20","58,80"
3154,0,"2,97","160,10","4,70"
3155,1,"2,47","411,70","36,90"
3156,1,"2,40","1480,10","92,30"
3157,1,"2,36","1491,30","79,20"
3158,1,"1,87","539,00","44,90"
3159,1,"2,03","565,50","40,40"
3160,1,"5,25","433,30","38,10"
3161,1,"4,49","2105,70","117,70"
3162,1,"4,09","659,80","58,10"
3163,1,"7,57","529,10","57,40"
3164,0,"6,65","655,50","57,00"
3165,1,"4,37","597,50","18,70"
3166,0,"3,43",,
3167,1,"1,39","703,80","75,40"
3168,1,"5,11","633,00","46,40"
3169,1,"5,23","777,30","204,40"
3170,1,"2,41","207,60","30,00"
3171,1,"6,83","477,10","134,80"
3172,0,"6,59",,
3173,1,"2,71","839,80","40,40"
3174,1,"4,15","807,80","36,00"
3175,0,"3,00","752,70","62,20"
3176,1,"2,64","1155,90","40,30"
3177,1,"4,68","1708,70","38,90"
3178,1,"1,19","450,00","51,50"
3179,null,"8,33","574,40","43,60"
3180,0,"3,42","256,90","34,50"
3181,1,"3,75","136,40","27,50"
3182,1,"2,71","1468,60","67,00"
3183,0,"4,70","147,70","40,90"
3184,1,"3,97","607,00","50,50"
3185,1,"3,34","604,30","36,40"
3186,null,"3,67","88,70","11,30"
3187,1,"2,27","476,40","33,00"
3188,0,"1,68","8665,30","143,20"
3189,1,"2,53","860,60","40,50"
3190,null,"1,26","1185,10","23,10"
3191,1,"1,54","227,30","17,40"
3192,1,"2,67","114,90","10,10"
3193,1,"5,37","487,90","40,50"
3194,1,"8,59","1975,00","291,30"
3195,0,"3,98","5582,60","104,10"
3196,0,"2,67","900,80","48,80"
3197,0,"3,44","540,00","58,90"
3198,null,"3,55","151,80","10,30"
3199,1,"5,17","501,40","100,30"
3200,0,"5,05","548,90","331,60"
3201,0,"1,86","27241,00","43,00"
3202,1,"5,76","657,50","36,30"
3203,1,"2,91","684,80","41,60"
3204,null,"1,00","28,70","2,80"
3205,1,"2,95","296,40","27,10"
3206,1,"2,25","218,40","24,00"
3207,1,"2,84","288,90","22,10"
3208,0,"3,26","286,60","37,80"
3209,null,"2,57","4398,00","47,00"
3210,0,"6,68","368,50","7,30"
3211,1,"2,61","288,30","35,90"
3212,1,"7,47","995,20","42,60"
3213,0,"3,73","121,80","48,40"
3214,1,"4,78","9636,30","257,20"
3215,1,"2,45","1765,60","124,30"
3216,0,"3,31","678,10","8,20"
3217,1,"1,74","484,40","44,70"
3218,0,"3,62","59294,00","339,90"
3219,0,"6,82","4293,50","102,00"
3220,1,"5,03","906,30","44,10"
3221,0,"4,07","910,00","30,90"
3222,null,"0,98","258,30","10,20"
3223,1,"4,34","1292,90","120,00"
3224,1,"2,90","310,70","42,30"
3225,1,"1,88","761,30","77,70"
3226,1,"7,00","1129,10","41,80"
3227,0,"1,19","732,60","97,70"
3228,null,"2,87","83,80","8,30"
3229,1,"3,47","1655,50","61,40"
3230,1,"3,61","826,10","89,90"
3231,1,"2,76","65,70","22,40"
3232,0,"6,85","509,50","34,80"
3233,1,"3,93","955,90","53,20"
3234,null,"1,91","130,20","10,10"
3235,1,"2,19","796,50","50,60"
3236,0,"2,58","216,40","17,30"
3237,1,"4,65","980,40","32,60"
3238,1,"5,12","2047,20","171,00"
3239,1,"5,47","1552,80","49,60"
3240,0,"3,69",,
3241,1,"3,78","1034,40","252,80"
3242,1,"6,92","325,70","21,80"
3243,0,"7,67","24419,00","1357,50"
3244,1,"1,39","728,90","52,50"
3245,null,"4,10","3153,50","103,00"
3246,0,"10,76","167,10","9,50"
3247,1,"3,62","926,00","82,40"
3248,1,"3,43","170,10","25,60"
3249,null,"18,04","1556,30","301,80"
3250,1,"4,19","754,20","60,80"
3251,1,"2,75","877,70","80,10"
3252,0,"3,34","228,70","48,80"
3253,1,"2,60","1048,60","56,50"
3254,1,"6,49","572,70","25,80"
3255,1,"2,72","472,40","51,80"
3256,1,"2,72","483,40","60,60"
3257,1,"6,08","321,30","38,10"
3258,0,"5,73","485,60","11,30"
3259,1,"7,16","496,60","39,10"
3260,1,"14,48","4020,60","171,00"
3261,1,"4,43","211,20","25,00"
3262,0,"1,24","1293,60","52,10"
3263,0,"7,62","4675,30","161,30"
3264,null,"2,86","125,40","9,60"
3265,0,"6,86","27591,00","971,10"
3266,0,"5,57","8494,00","309,00"
3267,0,"5,91","4872,20","591,20"
3268,1,"3,12","1433,80","101,60"
3269,1,"4,38","1377,80","109,40"
3270,null,"1,57","196,30","8,10"
3271,0,"5,56","586,30","52,20"
3272,0,"3,12","335,10","88,70"
3273,1,"1,94","2604,60","75,70"
3274,1,"6,34","5374,70","286,60"
3275,1,"2,26","764,80","87,10"
3276,null,"7,45","72,70","10,70"
3277,1,"3,50","543,30","45,80"
3278,1,"4,10","396,40","22,70"
3279,1,"4,59","542,40","20,40"
3280,1,"3,05","629,70","69,20"
3281,1,"2,27","182,00","23,80"
3282,null,"6,66","259,20","12,20"
3283,1,"10,02","347,70","95,10"
3284,0,"3,16","175,40","37,20"
3285,1,"3,87","610,50","31,70"
3286,1,"3,38","777,70","78,90"
3287,1,"4,50","533,40","44,70"
3288,0,"5,69","476,30","10,10"
3289,1,"3,76","923,10","55,10"
3290,1,"5,91","742,20","32,30"
3291,1,"2,46","383,40","130,00"
3292,1,"2,42","178,40","16,60"
3293,1,"4,49","647,60","87,80"
3294,0,"2,27","69,80","11,90"
3295,0,"8,55","1624,60","43,70"
3296,null,"2,84","2895,60","141,00"
3297,1,"4,96","3004,40","245,20"
3298,1,"3,04","1593,00","87,60"
3299,null,"10,12","1237,00","72,60"
3300,0,"0,92",,
3301,0,"9,90","81,30","4,60"
3302,1,"2,58","41,50","15,80"
3303,1,"3,31","602,80","48,10"
3304,1,"7,55","987,70","63,10"
3305,0,"4,70","648,80","46,30"
3306,0,"4,19","1549,40","111,50"
3307,0,"1,73","40,20","7,00"
3308,1,"4,03","637,60","41,40"
3309,1,"1,40","255,70","36,20"
3310,1,"1,59","94,10","17,30"
3311,1,"2,81","561,70","31,60"
3312,1,"1,56","209,20","31,00"
3313,null,"7,91","41,70","10,90"
3314,0,"1,89","4284,50","312,20"
3315,0,"5,18","928,50","36,50"
3316,1,"2,90","3680,70","421,20"
3317,1,"2,60","1124,80","63,80"
3318,1,"3,26","650,60","31,90"
3319,null,"6,84","204,90","9,70"
3320,null,"1,44","2309,80","114,80"
3321,1,"1,95","2397,90","212,50"
3322,1,"4,18","630,50","53,10"
3323,1,"3,23","126,70","15,80"
3324,1,"3,36","1409,70","139,80"
3325,0,"0,30","0,80","0,00"
3326,0,"3,33","338,70","26,40"
3327,1,"2,07","791,90","115,70"
3328,1,"2,96","1018,40","95,60"
3329,1,"5,11","599,60","43,30"
3330,1,"8,68","1291,80","49,00"
3331,0,"10,42","633,70","9,90"
3332,0,"4,26","702,90","50,70"
3333,1,"7,07","505,10","70,00"
3334,1,"2,27","659,10","47,80"
3335,1,"2,74","799,70","47,10"
3336,1,"1,76","471,30","41,80"
3337,1,"3,29","661,30","33,90"
3338,0,"5,33","25080,00","1703,20"
3339,0,"3,69","413,40","44,40"
3340,null,"5,87","4764,20","183,80"
3341,1,"7,18","814,50","100,50"
3342,1,"3,80","1596,90","157,30"
3343,null,"9,86","201,70","10,10"
3344,1,"2,40","871,70","54,00"
3345,1,"3,09","532,80","52,50"
3346,1,"3,62","471,60","31,50"
3347,null,"6,92","641,70","25,50"
3348,1,"1,80","151,50","16,60"
3349,0,"4,53","290,10","9,30"
3350,1,"4,30","633,00","47,20"
3351,1,"3,36","691,70","251,90"
3352,1,"6,70","727,80","41,30"
3353,1,"3,59","882,10","70,40"
3354,1,"2,40","328,20","33,10"
3355,0,"5,89","9127,80","323,40"
